name,date,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,tech_self_score_CSharp,tech_self_score_Java,tech_self_score_R,tech_self_score_JavaScript,tech_self_score_Python,tech_self_score_C++,tech_self_score_Ruby,tech_self_score_SPSS,tech_self_score_PHP
Andrey Cochran,2019-07-24,"Innovative, Listening, Competitive","Perfectionist, Indecisive, Impatient",True,True,True,Pass,Data,2.0,,,,,,3.0,,
Letizia Mckern,2019-07-04,"Organisation, Charisma, Problem Solving","Distracted, Undisciplined",True,True,True,Pass,Business,,,,4.0,2.0,5.0,,,
Fons Ghiotto,2019-07-16,"Listening, Collaboration, Independent","Chaotic, Indecisive",True,True,True,Pass,Engineering,,3.0,,,,,,,2.0
Sal Inglesent,2019-07-04,"Perfectionism, Efficient, Passionate",Overbearing,True,True,True,Pass,Data,3.0,,,1.0,,6.0,6.0,,
Sela Pavese,2019-07-25,"Rational, Courteous",Passive,True,True,True,Fail,Business,,,4.0,,,5.0,2.0,2.0,1.0
Alison Tett,2019-07-10,"Versatile, Courteous","Overbearing, Impulsive",True,True,True,Pass,Business,2.0,,,,1.0,,,3.0,
Gabi Ivins,2019-07-04,"Creative, Charisma","Undisciplined, Indecisive, Critical",True,True,True,Pass,Business,,,2.0,7.0,1.0,,,1.0,3.0
Noe Fortnam,2019-07-09,Determined,"Competitive, Stubborn, Chatty",True,True,True,Pass,Engineering,,,3.0,1.0,1.0,,,,
Ronny Vasilchenko,2019-07-23,"Versatile, Curious, Determined","Indecisive, Impulsive",True,True,True,Pass,Business,,,1.0,,,1.0,,,
Blair Woollhead,2019-07-18,Organisation,Chatty,True,True,False,Fail,Engineering,,,,,5.0,,1.0,2.0,
Henrieta Chatto,2019-07-04,"Innovative, Versatile","Conventional, Undisciplined, Indifferent",True,True,True,Pass,Business,,3.0,,,,,,,
Eba Gary,2019-07-02,"Patient, Determined, Innovative","Indecisive, Controlling",True,True,True,Pass,Engineering,,,,,,,5.0,2.0,
Marcela Riding,2019-07-25,"Empathy, Competitive","Impulsive, Introverted",True,True,True,Pass,Business,,,,4.0,4.0,,,2.0,
Hewet Derwin,2019-07-11,Consistent,"Chaotic, Slow",True,True,True,Pass,Engineering,,,1.0,,,,3.0,,2.0
Demetria O' Sullivan,2019-07-18,"Perfectionism, Independent, Critical Thinking",Perfectionist,True,False,True,Fail,Data,,5.0,4.0,2.0,,,,4.0,3.0
Steffen Marcombe,2019-07-04,"Listening, Rational","Immature, Overbearing, Anxious",True,True,True,Pass,Business,5.0,,,,,,1.0,,4.0
Aguste Tann,2019-07-30,"Perfectionism, Charisma","Introverted, Controlling, Distracted",True,True,True,Pass,Business,,,,1.0,,,,,
D'Arcy Bover,2019-07-02,Creative,"Indifferent, Immature, Introverted",True,True,True,Pass,Engineering,6.0,,,3.0,,,4.0,,
Chadd Klampt,2019-07-03,"Patient, Perfectionism",Indecisive,True,True,True,Pass,Engineering,1.0,3.0,,2.0,,,,,4.0
Pren Varcoe,2019-07-30,"Determined, Listening","Critical, Impatient",False,True,True,Fail,Engineering,,,6.0,3.0,,2.0,,2.0,
Abraham Rockell,2019-07-02,Independent,"Overbearing, Critical, Controlling",True,True,True,Pass,Engineering,,,2.0,,3.0,,,3.0,
Laurette Hembling,2019-07-09,"Versatile, Determined, Problem Solving","Sensitive, Intolerant, Impulsive",False,True,True,Fail,Data,1.0,,3.0,1.0,2.0,1.0,4.0,,
Karlis Bottle,2019-07-18,Composure,Sensitive,False,True,False,Fail,Business,,,,,,,,,1.0
Wilhelm Jouanet,2019-07-11,Perfectionism,Immature,True,True,True,Pass,Data,,1.0,,,5.0,,,,
Peterus Bartolomeazzi,2019-07-25,Independent,Intolerant,True,True,True,Fail,Business,3.0,2.0,,,2.0,,1.0,,
Bari Streatfield,2019-07-11,Problem Solving,"Indifferent, Overbearing",True,True,True,Pass,Business,,,2.0,,,4.0,,,3.0
Teriann Matyashev,2019-07-04,Independent,"Undisciplined, Conventional",True,True,True,Pass,Business,,,1.0,,1.0,,1.0,,
Uriel Eidelman,2019-07-10,"Innovative, Patient","Competitive, Overbearing",True,True,True,Pass,Business,,,2.0,4.0,5.0,4.0,,,
Toddie Rubanenko,2019-07-03,"Collaboration, Organisation, Ambitious",Procrastination,True,True,True,Pass,Data,6.0,,,,2.0,,,,
Drake Northcote,2019-07-10,"Independent, Listening, Reliable",Indifferent,True,True,False,Fail,Engineering,4.0,,,,5.0,1.0,,2.0,
Engracia Andriolli,2019-07-30,"Rational, Organisation","Immature, Selfish, Impatient",True,False,True,Fail,Engineering,5.0,,,,4.0,,,,
Cristina Finlan,2019-07-31,"Creative, Consistent","Introverted, Indecisive, Procrastination",True,True,True,Pass,Business,,,,3.0,2.0,,,,1.0
Markos Walter,2019-07-16,"Versatile, Organisation, Critical Thinking","Selfish, Slow",True,True,True,Pass,Data,,,,,,,,,
Ofilia Keizman,2019-07-17,Courteous,"Anxious, Sensitive, Passive",True,True,True,Pass,Business,,5.0,,1.0,2.0,,,,1.0
Chev Spillane,2019-07-02,"Organisation, Creative, Consistent",Stubborn,True,True,True,Pass,Engineering,,,,3.0,,7.0,,5.0,
Beauregard Cornehl,2019-07-02,"Collaboration, Rational","Distracted, Immature, Stubborn",True,True,True,Pass,Business,3.0,,,,,,,,1.0
Barclay Morter,2019-07-30,"Collaboration, Competitive",Impulsive,False,True,True,Fail,Business,3.0,5.0,,,4.0,2.0,,,1.0
Clary Hertwell,2019-07-30,"Patient, Collaboration, Competitive",Indifferent,False,True,True,Fail,Business,,,,,3.0,2.0,5.0,,
Jessy Dollman,2019-07-09,"Versatile, Composure",Competitive,True,True,True,Pass,Data,,9.0,,,3.0,,5.0,,
Sibyl Gilardi,2019-07-03,Altruism,Overbearing,True,True,True,Fail,Business,,4.0,,4.0,1.0,,,,
Haywood Teager,2019-07-03,"Composure, Efficient","Conventional, Perfectionist",True,True,True,Pass,Engineering,,3.0,,,3.0,2.0,1.0,4.0,3.0
Doretta Henner,2019-07-18,Altruism,Overbearing,True,True,True,Pass,Business,1.0,,,,,6.0,,,
Niall Graine,2019-07-04,"Altruism, Perfectionism","Perfectionist, Controlling",True,True,True,Pass,Business,,,,,,,,5.0,
Karel Toulamain,2019-07-10,"Determined, Reliable, Creative","Anxious, Immature, Competitive",False,True,True,Fail,Data,1.0,,,3.0,,,3.0,,
Iosep Idle,2019-07-03,"Collaboration, Problem Solving, Organisation","Distracted, Stubborn",True,True,True,Pass,Data,4.0,5.0,,4.0,4.0,,,2.0,
Duky Shailer,2019-07-02,"Empathy, Efficient, Listening",Competitive,False,True,False,Fail,Data,,,1.0,5.0,1.0,,,5.0,
Christie Blincoe,2019-07-31,"Innovative, Charisma, Critical Thinking","Critical, Indecisive, Immature",True,True,True,Pass,Business,,,,,4.0,,,,2.0
Rik Waren,2019-07-11,"Charisma, Critical Thinking","Chaotic, Sensitive",True,True,True,Pass,Data,1.0,,,,,,3.0,9.0,1.0
Zelda Prestage,2019-07-10,"Courteous, Organisation, Listening","Perfectionist, Overbearing",True,True,True,Fail,Business,1.0,,,,,,,,3.0
Dannel Longmaid,2019-07-18,"Efficient, Consistent","Competitive, Impulsive",True,True,True,Pass,Engineering,,,,3.0,,4.0,1.0,8.0,
Ira Grima,2019-07-25,"Courteous, Passionate, Empathy","Immature, Chaotic",False,True,True,Fail,Engineering,2.0,,5.0,2.0,2.0,,,,1.0
Vivyan Robuchon,2019-07-11,"Composure, Listening","Selfish, Chaotic",True,False,True,Fail,Engineering,,,,1.0,,,4.0,,
Gardner Estick,2019-07-31,"Composure, Organisation, Consistent",Introverted,True,True,True,Pass,Engineering,,,,,,,,3.0,1.0
Darin Healing,2019-07-04,Composure,Chatty,True,True,True,Pass,Engineering,3.0,,6.0,,2.0,,3.0,,2.0
Teena Priel,2019-07-18,"Determined, Curious","Sensitive, Passive, Impulsive",True,False,False,Fail,Business,2.0,4.0,,,,,2.0,,2.0
Katinka Tyt,2019-07-18,"Innovative, Competitive","Slow, Chatty",True,True,True,Pass,Data,,1.0,,,,,,,3.0
Maxy Bensen,2019-07-18,"Reliable, Rational, Independent",Indifferent,True,True,True,Pass,Engineering,3.0,1.0,5.0,,4.0,4.0,,,4.0
Donnie Sandwick,2019-07-04,Determined,Sensitive,True,True,False,Fail,Data,,,2.0,,,3.0,,3.0,
Natasha Christol,2019-07-31,"Creative, Collaboration","Selfish, Impatient, Chatty",False,True,True,Fail,Data,3.0,1.0,,2.0,,,,,2.0
Scarlett Roarty,2019-07-23,Curious,"Indecisive, Anxious, Sensitive",True,True,True,Pass,Data,,,2.0,,,,,,1.0
Hurlee Hesey,2019-07-25,"Reliable, Versatile, Innovative","Passive, Conventional",True,True,False,Fail,Engineering,,,2.0,,2.0,,,,
Yehudit Killingbeck,2019-07-30,"Ambitious, Determined",Sensitive,True,True,False,Fail,Engineering,,,1.0,,,5.0,,,2.0
Riannon Baraclough,2019-07-31,"Reliable, Empathy, Curious",Controlling,True,True,True,Pass,Business,,3.0,1.0,,3.0,,3.0,,
Shay Obee,2019-07-11,"Determined, Empathy, Organisation",Procrastination,True,True,True,Pass,Business,,1.0,,,,,,1.0,4.0
Collete Causbey,2019-07-03,"Composure, Independent","Passive, Slow",True,True,True,Pass,Business,1.0,2.0,,,4.0,4.0,,,1.0
Tallia Rushford,2019-07-31,Versatile,Chaotic,True,True,False,Fail,Data,2.0,,,6.0,,5.0,,,
Angelica Neissen,2019-07-31,"Collaboration, Charisma",Distracted,True,True,True,Fail,Business,1.0,5.0,,,8.0,,1.0,,
Merwyn Gossop,2019-07-18,"Consistent, Competitive, Charisma",Competitive,True,True,True,Pass,Business,,,,3.0,,,,,
Luca Gokes,2019-07-09,"Passionate, Altruism",Procrastination,False,True,True,Fail,Data,,5.0,,,2.0,,,,
Judon Henze,2019-07-10,"Listening, Competitive, Charisma",Controlling,True,True,True,Pass,Engineering,,,2.0,,6.0,,,3.0,3.0
Mirilla Bottinelli,2019-07-16,Altruism,Chatty,True,True,True,Pass,Data,1.0,,,,,2.0,4.0,3.0,
Cordie Duckering,2019-07-25,"Problem Solving, Reliable, Consistent","Passive, Introverted, Anxious",True,True,True,Pass,Business,,,2.0,,2.0,,,1.0,6.0
Dorian Hamshar,2019-07-09,"Curious, Organisation, Versatile",Undisciplined,True,True,True,Pass,Business,,,,,2.0,4.0,,,
Anet Satterley,2019-07-30,"Efficient, Charisma","Intolerant, Chatty, Chaotic",True,True,True,Pass,Business,,,1.0,,,,,,
Stanislaus Sendley,2019-07-30,"Innovative, Composure","Impatient, Impulsive",True,True,True,Pass,Engineering,5.0,,,2.0,,,,,1.0
Patrizia Wyre,2019-07-17,Reliable,Stubborn,True,True,True,Pass,Business,,6.0,2.0,,,3.0,,,
Rodolfo Garret,2019-07-16,"Curious, Passionate","Controlling, Impatient",True,True,True,Pass,Data,,,4.0,,7.0,3.0,3.0,4.0,5.0
Waverley Deacock,2019-07-02,"Empathy, Organisation","Impulsive, Stubborn, Distracted",True,True,True,Pass,Engineering,1.0,,1.0,3.0,1.0,,,,2.0
Langston Adamski,2019-07-31,Listening,"Intolerant, Overbearing",True,True,True,Pass,Engineering,,,1.0,,6.0,,,5.0,3.0
Annabela Brackenridge,2019-07-23,"Altruism, Passionate, Rational","Slow, Impatient",True,True,True,Pass,Engineering,,4.0,,,,5.0,,,
Amerigo Heys,2019-07-31,"Competitive, Collaboration","Distracted, Competitive",True,True,True,Pass,Engineering,,,,3.0,2.0,,4.0,,1.0
Sorcha Argue,2019-07-02,"Passionate, Empathy","Anxious, Indifferent",True,True,True,Pass,Data,,3.0,,2.0,,,,,3.0
Miguelita Smedley,2019-07-10,"Listening, Altruism, Problem Solving","Indifferent, Undisciplined",True,True,True,Pass,Data,,3.0,,,,,3.0,,
Weylin Comolli,2019-07-10,"Creative, Perfectionism, Passionate",Overbearing,True,True,True,Pass,Business,,3.0,,,1.0,,,,
Raimondo Mellodey,2019-07-24,"Organisation, Passionate, Consistent",Passive,True,True,True,Pass,Business,,,3.0,,4.0,,,,1.0
Courtnay Duiged,2019-07-17,"Competitive, Collaboration, Courteous",Immature,True,True,False,Fail,Business,,,,,,1.0,4.0,5.0,
Sarena Weatherill,2019-07-17,"Altruism, Efficient, Rational","Competitive, Distracted, Impatient",True,True,False,Fail,Business,,,4.0,,,3.0,,,1.0
Celina Polley,2019-07-18,"Empathy, Listening, Competitive","Sensitive, Intolerant, Overbearing",True,True,True,Pass,Data,,2.0,,,3.0,,4.0,1.0,
Daloris Cotesford,2019-07-10,Versatile,Intolerant,True,True,True,Pass,Business,,,2.0,2.0,,,1.0,,
Natalie Norwich,2019-07-31,"Problem Solving, Critical Thinking","Intolerant, Chatty, Indecisive",True,True,True,Pass,Data,7.0,1.0,,,,,6.0,,
Kerstin Couper,2019-07-23,Courteous,Overbearing,True,True,True,Pass,Data,,,1.0,1.0,,4.0,4.0,,2.0
Keen Tripony,2019-07-03,Efficient,"Chaotic, Anxious",True,True,True,Pass,Business,,,,,,,,,
Ody Paroni,2019-07-18,"Composure, Reliable, Creative","Conventional, Chatty",True,True,True,Pass,Data,,,4.0,,,,,,
Rodolfo Drillot,2019-07-03,Listening,"Passive, Chatty, Indecisive",True,True,True,Pass,Business,,1.0,,,3.0,,5.0,,1.0
Derward Wyllt,2019-07-03,"Collaboration, Independent, Ambitious","Procrastination, Perfectionist",True,False,False,Fail,Business,,6.0,1.0,,5.0,,,,1.0
Amil Lidden,2019-07-09,Charisma,Competitive,False,True,True,Fail,Data,,,,,,,,,
Salim Sarra,2019-07-10,"Courteous, Rational, Problem Solving","Slow, Competitive, Indecisive",True,True,True,Pass,Data,,,8.0,5.0,,,,,
Horatius Branch,2019-07-11,"Composure, Courteous, Passionate",Intolerant,True,True,True,Pass,Data,6.0,2.0,,,,3.0,3.0,,3.0
Frankie Boseley,2019-07-02,"Problem Solving, Patient",Impatient,True,True,True,Pass,Engineering,,,3.0,,,,2.0,,
Bayard Stuckow,2019-07-09,Curious,"Critical, Conventional",True,True,True,Pass,Data,,,,,4.0,,,,
Babita Tabourin,2019-07-18,"Innovative, Listening, Perfectionism","Critical, Slow, Indifferent",False,True,True,Fail,Engineering,3.0,,3.0,,,,3.0,2.0,3.0
Job Restall,2019-07-10,"Rational, Perfectionism, Curious","Competitive, Distracted, Selfish",True,True,True,Pass,Data,,1.0,,,3.0,,,,
Evin De Roeck,2019-07-17,"Perfectionism, Patient, Creative","Anxious, Slow, Introverted",True,True,True,Pass,Engineering,,,1.0,,,,,,
Leopold Boichat,2019-07-25,Critical Thinking,"Impatient, Slow, Selfish",True,True,True,Pass,Engineering,,,,,,4.0,,,
Nevil Penhaligon,2019-07-24,"Creative, Problem Solving","Sensitive, Perfectionist, Overbearing",True,True,True,Pass,Engineering,,,1.0,,,1.0,,,
Thorin Eskriet,2019-07-10,"Innovative, Patient",Impatient,True,True,True,Fail,Business,,,7.0,,,3.0,,,1.0
Kathy Capstack,2019-07-18,"Organisation, Competitive, Reliable","Indifferent, Competitive",True,True,True,Pass,Engineering,,2.0,,,,,,,
Floris Rizzetti,2019-07-11,"Altruism, Problem Solving, Versatile","Conventional, Indecisive, Stubborn",True,True,True,Pass,Engineering,,,3.0,,,1.0,,,
Ollie Pinniger,2019-07-09,Perfectionism,"Controlling, Stubborn",True,True,True,Pass,Business,1.0,3.0,,6.0,,,6.0,,1.0
Rancell Lill,2019-07-18,"Collaboration, Charisma, Critical Thinking",Competitive,True,True,True,Pass,Engineering,,,,,,,,,
Van Chesshyre,2019-07-09,Independent,"Indecisive, Sensitive, Anxious",True,True,True,Pass,Business,2.0,,,,,,4.0,,5.0
Vivienne Blakelock,2019-07-10,"Problem Solving, Patient","Slow, Chatty, Indecisive",True,True,True,Pass,Business,,,,,,,,3.0,
Brad Coleyshaw,2019-07-30,"Listening, Versatile",Anxious,True,True,True,Pass,Engineering,,,,1.0,,,,,
Adelaida Pirson,2019-07-11,"Versatile, Reliable, Consistent",Undisciplined,True,True,True,Pass,Data,,,,6.0,3.0,4.0,,,
Alli Ludewig,2019-07-16,Courteous,"Passive, Overbearing, Sensitive",True,True,True,Pass,Engineering,3.0,,2.0,,,2.0,,7.0,
Elnore Schwandner,2019-07-16,"Composure, Competitive","Indecisive, Distracted",True,True,True,Pass,Business,,,,,,,5.0,,2.0
Sandor Swatradge,2019-07-18,"Organisation, Problem Solving","Slow, Conventional",True,True,True,Fail,Business,,,4.0,3.0,,,,2.0,
Benjamin Chastand,2019-07-31,"Creative, Patient, Composure","Conventional, Indecisive, Undisciplined",True,True,True,Pass,Engineering,,,,5.0,,2.0,,,
Coleman Martynka,2019-07-25,"Empathy, Collaboration","Impulsive, Immature, Selfish",True,True,True,Pass,Data,,4.0,,2.0,7.0,3.0,,,
Alistair Scanes,2019-07-23,Problem Solving,Controlling,True,True,True,Pass,Engineering,2.0,4.0,2.0,,4.0,,,,1.0
Gradeigh Hamblin,2019-07-16,"Innovative, Altruism, Determined","Distracted, Selfish",True,True,False,Fail,Engineering,2.0,,,5.0,7.0,2.0,1.0,,
Clementine Greedier,2019-07-24,"Collaboration, Efficient",Selfish,True,True,True,Pass,Engineering,,,,3.0,3.0,2.0,5.0,,
Dyna Sange,2019-07-04,Reliable,"Slow, Chatty, Introverted",True,True,False,Fail,Engineering,1.0,,4.0,,,,6.0,,3.0
Aggie Remmers,2019-07-30,"Composure, Reliable, Consistent",Overbearing,True,True,True,Pass,Business,1.0,,,4.0,,3.0,,5.0,
Randie Klimashevich,2019-07-10,"Consistent, Composure",Undisciplined,True,True,True,Pass,Data,,1.0,,,,,,,2.0
Laird Grece,2019-07-17,"Composure, Innovative","Conventional, Procrastination",False,True,True,Fail,Engineering,,2.0,,,6.0,,,,1.0
Abelard Cardenas,2019-07-09,"Courteous, Composure","Procrastination, Indecisive",True,True,True,Fail,Business,,4.0,,2.0,,,,,1.0
Maje Vallis,2019-07-10,Competitive,Impatient,True,True,True,Pass,Engineering,,1.0,,1.0,,,,,
Thoma Bolesworth,2019-07-04,"Courteous, Problem Solving, Rational",Competitive,True,True,True,Pass,Data,,3.0,,3.0,,,,,
Kris Whaley,2019-07-30,"Altruism, Consistent","Slow, Indecisive",False,True,True,Fail,Business,,,,,3.0,6.0,,,
Elsworth Bendtsen,2019-07-31,"Determined, Charisma, Composure","Procrastination, Controlling",True,True,True,Pass,Engineering,2.0,,,5.0,,,6.0,,
Honor Huntall,2019-07-02,"Composure, Patient",Conventional,True,True,True,Pass,Engineering,,,,,2.0,,2.0,,
Paulina Tear,2019-07-17,"Courteous, Rational, Creative","Intolerant, Anxious",False,True,True,Fail,Business,,,,,,,,,3.0
Kirsten Spelman,2019-07-30,Composure,"Stubborn, Procrastination, Passive",True,True,True,Pass,Data,,,,,1.0,3.0,,,
Yankee Northing,2019-07-02,"Critical Thinking, Versatile",Controlling,True,True,True,Pass,Data,5.0,2.0,3.0,,,1.0,,,
Noby Vacher,2019-07-04,"Composure, Collaboration, Versatile",Controlling,True,True,False,Fail,Business,,,,2.0,,,5.0,,1.0
Bevon Detoile,2019-07-03,"Ambitious, Charisma",Indecisive,True,True,True,Pass,Business,,,4.0,,,4.0,,,
Weylin Swatradge,2019-07-03,Patient,Impatient,False,True,False,Fail,Business,,2.0,1.0,,,,4.0,,
Berti Nayer,2019-07-02,"Creative, Consistent",Indifferent,True,True,True,Pass,Data,1.0,3.0,5.0,,1.0,,,,2.0
Adaline Durtnell,2019-07-30,"Patient, Organisation, Efficient",Perfectionist,True,False,False,Fail,Data,4.0,2.0,,1.0,4.0,,4.0,,
Oralia Chaikovski,2019-07-25,"Versatile, Courteous, Listening","Indifferent, Distracted, Chaotic",False,True,True,Fail,Engineering,,,,,3.0,,,,
Ester Mcterrelly,2019-07-11,Organisation,"Anxious, Indecisive, Passive",False,True,True,Fail,Data,,2.0,4.0,3.0,3.0,,4.0,3.0,2.0
Lee Bernocchi,2019-07-03,"Rational, Composure","Intolerant, Controlling",True,False,True,Fail,Engineering,2.0,,,,4.0,2.0,,2.0,
Clarke Cradoc,2019-07-25,"Critical Thinking, Organisation, Perfectionism","Perfectionist, Indifferent, Anxious",True,True,True,Pass,Engineering,,1.0,,,3.0,,3.0,,1.0
Dun Kurth,2019-07-09,"Listening, Courteous","Overbearing, Undisciplined",True,True,False,Fail,Data,,1.0,,,,,,,
Drusy Benny,2019-07-02,Competitive,"Impulsive, Undisciplined",True,True,True,Pass,Data,,4.0,,,,4.0,3.0,,
Maxie Thairs,2019-07-03,Problem Solving,Critical,False,True,False,Fail,Business,,,2.0,3.0,,3.0,4.0,,1.0
Lurline Stirtle,2019-07-11,Ambitious,"Conventional, Intolerant, Chatty",True,True,True,Pass,Business,,,5.0,,,1.0,,,
Marna Matskevich,2019-07-30,Rational,Slow,True,True,True,Pass,Business,,2.0,,,,4.0,,3.0,
Ara Loggie,2019-07-02,"Ambitious, Collaboration",Undisciplined,True,True,True,Pass,Data,,1.0,4.0,,,,,,
Brewer Calderbank,2019-07-16,"Reliable, Rational, Charisma","Immature, Undisciplined, Perfectionist",True,True,True,Pass,Engineering,,3.0,,2.0,,,,,1.0
Eberhard Cattemull,2019-07-30,"Altruism, Composure",Selfish,True,True,True,Pass,Data,1.0,4.0,,,1.0,4.0,,,
Tuesday Tasseler,2019-07-09,"Charisma, Critical Thinking, Problem Solving",Overbearing,True,True,True,Pass,Data,,,1.0,,3.0,,,,
Brodie Chipperfield,2019-07-24,"Efficient, Competitive","Slow, Distracted",True,True,True,Pass,Engineering,,,,,2.0,4.0,2.0,4.0,1.0
Hill Tiplady,2019-07-03,Patient,Procrastination,False,True,True,Fail,Data,3.0,,,,,,,,
Briggs Logsdail,2019-07-18,Consistent,Impatient,True,False,True,Fail,Data,,4.0,,,,,,,
Adela Paley,2019-07-23,"Ambitious, Efficient, Versatile",Anxious,True,True,True,Pass,Data,,4.0,,,2.0,,3.0,2.0,
Meyer Dobbison,2019-07-30,"Rational, Listening","Chaotic, Competitive",True,True,False,Fail,Engineering,2.0,5.0,,,1.0,,3.0,,
Sherlocke Baselio,2019-07-02,"Creative, Innovative, Collaboration","Controlling, Undisciplined",True,True,True,Pass,Business,,,,2.0,,6.0,3.0,,
Amalea Ughi,2019-07-02,"Innovative, Altruism, Consistent","Introverted, Passive",True,True,True,Pass,Business,,,,,,,2.0,5.0,1.0
Julia Taile,2019-07-02,Consistent,"Procrastination, Conventional",True,False,True,Fail,Business,,,,,,,4.0,,1.0
Eden Chattock,2019-07-09,"Listening, Composure","Impulsive, Undisciplined",True,True,True,Pass,Engineering,,,,,1.0,3.0,,,
Rois Covey,2019-07-25,"Composure, Determined","Controlling, Competitive, Conventional",True,True,True,Fail,Business,6.0,2.0,2.0,,,4.0,3.0,,1.0
Avictor Moorey,2019-07-17,"Empathy, Versatile, Organisation",Slow,True,False,True,Fail,Business,3.0,2.0,,,,4.0,,,2.0
Regina Calver,2019-07-31,"Organisation, Curious",Sensitive,True,True,True,Pass,Data,2.0,,2.0,,,3.0,3.0,,
Lonnard O'Neill,2019-07-18,"Charisma, Determined","Procrastination, Competitive",True,True,True,Pass,Data,,4.0,,2.0,,1.0,,,2.0
Ardis Staniland,2019-07-02,Altruism,Chaotic,True,True,False,Fail,Data,3.0,,3.0,,,,7.0,,
Bill Pendlebury,2019-07-18,Creative,"Chatty, Distracted, Impulsive",True,True,False,Fail,Business,6.0,,2.0,,5.0,,,,3.0
Allyce Attwill,2019-07-25,"Rational, Competitive","Conventional, Slow, Anxious",True,True,True,Pass,Engineering,,1.0,3.0,,,,2.0,,1.0
Belle Catherall,2019-07-11,"Efficient, Patient","Chatty, Competitive",True,True,True,Pass,Data,2.0,4.0,4.0,,1.0,7.0,5.0,,
Layne Mcaline,2019-07-25,Rational,"Introverted, Perfectionist, Critical",True,True,False,Fail,Business,4.0,1.0,5.0,2.0,2.0,,1.0,1.0,
Ulrikaumeko Bowsher,2019-07-16,"Curious, Problem Solving","Chatty, Impatient, Controlling",True,True,True,Pass,Data,3.0,,2.0,7.0,,,,,
Lory Bruckman,2019-07-11,"Problem Solving, Creative, Versatile","Slow, Anxious",True,True,True,Pass,Data,3.0,2.0,,,,,,4.0,
Rufe Devon,2019-07-11,Consistent,"Controlling, Impatient, Critical",True,True,True,Pass,Data,3.0,,,,,4.0,,,2.0
Abbott Dodgshon,2019-07-18,"Innovative, Creative","Indifferent, Procrastination",True,True,True,Pass,Engineering,,2.0,,,,5.0,,,
Antonie Coram,2019-07-25,"Efficient, Reliable, Perfectionism","Chatty, Impatient",True,True,True,Pass,Data,,2.0,,3.0,2.0,1.0,,,
Cinnamon Gilkison,2019-07-09,Rational,Overbearing,True,True,True,Fail,Business,,,,2.0,2.0,1.0,,,3.0
Dewitt Milborn,2019-07-24,Independent,"Distracted, Perfectionist, Indecisive",True,True,True,Pass,Data,,,,,,,,1.0,
Claude Duran,2019-07-02,Curious,"Immature, Impulsive",True,False,True,Fail,Data,5.0,,,,1.0,,,1.0,
Nadya Pineaux,2019-07-23,"Ambitious, Altruism, Reliable",Indecisive,True,True,True,Pass,Data,3.0,,1.0,,,,3.0,3.0,
Nani Measom,2019-07-25,"Composure, Efficient","Passive, Conventional, Indecisive",True,True,False,Fail,Data,,,1.0,,,,1.0,1.0,
Ches Wahlberg,2019-07-23,Courteous,"Overbearing, Critical, Sensitive",True,True,True,Pass,Engineering,,,,,,1.0,4.0,6.0,2.0
Zacherie Beswell,2019-07-11,"Patient, Altruism, Creative",Sensitive,True,True,True,Pass,Business,,,,1.0,,,2.0,,
Karla Windridge,2019-07-31,Composure,Undisciplined,True,False,True,Fail,Business,2.0,,,,,2.0,,,
Lannie Minister,2019-07-31,"Consistent, Independent, Curious","Indecisive, Anxious",True,True,True,Pass,Data,,,,,,,,,
Andree Romeo,2019-07-02,Collaboration,"Impatient, Anxious, Undisciplined",True,True,True,Pass,Business,,,,,1.0,,,,
Roch De Courcy,2019-07-09,"Collaboration, Determined",Impulsive,True,True,True,Pass,Data,3.0,,2.0,,,,,,
Maggie Dolden,2019-07-11,"Reliable, Consistent","Overbearing, Chatty, Anxious",True,True,True,Pass,Data,,1.0,,,,,3.0,,
Gage Feveryear,2019-07-11,Altruism,"Indecisive, Selfish, Chaotic",True,True,True,Pass,Business,,,,2.0,,,,4.0,1.0
Virginia Burdge,2019-07-11,"Passionate, Ambitious, Reliable","Chaotic, Conventional",False,True,True,Fail,Engineering,,,5.0,,,,,,
Melodee Crippen,2019-07-04,Versatile,Procrastination,True,True,True,Pass,Business,,,4.0,,3.0,6.0,2.0,,
Raven Derx,2019-07-24,"Independent, Collaboration","Procrastination, Chatty",True,False,True,Fail,Business,,,,,,,4.0,5.0,
Joseito Duiged,2019-07-17,"Composure, Patient, Charisma",Sensitive,True,True,True,Pass,Business,,,,,,,,,
Merline Rickell,2019-07-23,"Problem Solving, Ambitious, Patient","Selfish, Conventional, Sensitive",True,True,True,Pass,Engineering,,,,,,2.0,,5.0,
Vina Flott,2019-07-16,"Ambitious, Consistent","Chaotic, Impatient, Indecisive",True,True,False,Fail,Data,,3.0,,1.0,,,,,
Hastie Hantusch,2019-07-17,"Reliable, Patient","Slow, Procrastination, Stubborn",False,True,True,Fail,Engineering,,,,,,,3.0,,
Ines Plaschke,2019-07-24,"Innovative, Curious, Problem Solving","Chaotic, Impatient",True,True,False,Fail,Data,5.0,,,2.0,,,,,
Burnaby Mackay,2019-07-17,"Rational, Reliable, Critical Thinking","Introverted, Chaotic",True,True,True,Fail,Business,6.0,,1.0,,2.0,,,7.0,2.0
Linc Ridgway,2019-07-17,"Independent, Altruism",Impulsive,True,False,True,Fail,Engineering,,,,,,,,1.0,
