,Unnamed: 0,Date,Academy,Name,Psychometrics,Presentation
2047,2047,2019-05-22,London Academy,Gage Vittel,56,27
2048,2048,2019-05-22,London Academy,Teddie Kemet,60,18
2049,2049,2019-05-22,London Academy,Samantha Evennett,50,17
2050,2050,2019-05-22,London Academy,Kerry Talman,49,23
2051,2051,2019-05-22,London Academy,Emile Vint,52,25
2052,2052,2019-05-22,London Academy,Nicolea Blazynski,62,26
2053,2053,2019-05-22,London Academy,Jedidiah Bennett,56,17
2054,2054,2019-10-22,London Academy,Luigi Methley,64,23
2055,2055,2019-10-22,London Academy,Jasmina Perillo,49,21
2056,2056,2019-10-22,London Academy,Sofia Cullivan,58,21
2057,2057,2019-10-22,London Academy,Lucho Shires,54,14
2058,2058,2019-10-22,London Academy,Haze Childes,54,18
2059,2059,2019-10-22,London Academy,Levi Savary,49,19
2060,2060,2019-10-22,London Academy,Paloma Gislebert,50,12
2061,2061,2019-10-22,London Academy,Elliot Chetwynd,54,17
2062,2062,2019-10-22,London Academy,Vinita Ilchenko,43,19
2063,2063,2019-10-22,London Academy,Mariejeanne Seatter,55,20
2064,2064,2019-10-22,London Academy,Eleni Alyukin,60,19
2065,2065,2019-10-22,London Academy,Markos Orwin,67,26
2066,2066,2019-10-22,London Academy,Barny Cannicott,48,14
2067,2067,2019-10-22,London Academy,Ame O'Keaveny,62,15
2068,2068,2019-10-22,London Academy,Sheff Waleworke,55,23
2069,2069,2019-10-22,London Academy,Leese Tuffey,63,22
2070,2070,2019-10-22,London Academy,Heddi Vernay,54,15
2071,2071,2019-10-22,London Academy,Giselbert Scarborough,52,23
2072,2072,2019-10-22,London Academy,Reider Note,42,20
2073,2073,2019-10-22,London Academy,Barrie Baumler,61,24
2074,2074,2019-10-22,London Academy,Othilia Hutton,65,24
2075,2075,2019-10-22,London Academy,Kellina Shuter,48,23
2076,2076,2019-10-22,London Academy,Terza Girdwood,56,24
2077,2077,2019-10-22,London Academy,Tildie Joselevitz,52,21
2078,2078,2019-10-22,London Academy,Eadie Briddock,45,16
2079,2079,2019-10-22,London Academy,Peter Sagerson,40,18
2080,2080,2019-10-22,London Academy,Katya Ausiello,41,24
2081,2081,2019-10-22,London Academy,Vivia Belcher,45,24
2082,2082,2019-10-22,London Academy,Price Trevino,53,13
2083,2083,2019-10-22,London Academy,Mitchel Ealden,49,21
2084,2084,2019-10-22,London Academy,Joana Klyner,43,17
2085,2085,2019-04-23,London Academy,Barbabra Mandal,47,21
2086,2086,2019-04-23,London Academy,Bear Blacksell,57,24
2087,2087,2019-04-23,London Academy,Alyce Hares,51,21
2088,2088,2019-04-23,London Academy,Devan Claricoats,55,17
2089,2089,2019-04-23,London Academy,Maxy Serjent,45,17
2090,2090,2019-04-23,London Academy,Rikki Balharrie,54,19
2091,2091,2019-04-23,London Academy,Dania Skellern,60,25
2092,2092,2019-04-23,London Academy,Evania Toombs,46,16
2093,2093,2019-04-23,London Academy,Palmer Zanicchi,47,20
2094,2094,2019-04-23,London Academy,Elliot Howarth,59,19
2095,2095,2019-04-23,London Academy,Shanda Glanester,67,20
2096,2096,2019-04-23,London Academy,Meredithe Ullyatt,53,20
2097,2097,2019-04-23,London Academy,Guthrie Klebes,53,24
2098,2098,2019-04-23,London Academy,Billie Sinkings,52,9
2099,2099,2019-04-23,London Academy,Mamie Sperrett,60,26
2100,2100,2019-04-23,London Academy,Roda Tours,62,22
2101,2101,2019-04-23,London Academy,Gillan Rosendorf,66,18
2102,2102,2019-04-23,London Academy,Meagan Osmon,62,17
2103,2103,2019-04-23,London Academy,Guillemette Fibbit,48,22
2104,2104,2019-01-23,London Academy,Windham Biagi,55,21
2105,2105,2019-01-23,London Academy,Thorndike Prynne,52,14
2106,2106,2019-01-23,London Academy,Carmelia Huzzay,55,22
2107,2107,2019-01-23,London Academy,Luther Waddilow,60,22
2108,2108,2019-01-23,London Academy,Nadeen Baily,50,14
2109,2109,2019-01-23,London Academy,Emmet Hehnke,42,20
2110,2110,2019-01-23,London Academy,Hetti Beach,52,21
2111,2111,2019-01-23,London Academy,Daphene Friedlos,67,16
2112,2112,2019-01-23,London Academy,Jacki Pinkstone,51,21
2113,2113,2019-01-23,London Academy,Austin Brister,53,22
2114,2114,2019-01-23,London Academy,Samuel Simone,52,20
2115,2115,2019-01-23,London Academy,Melisandra Walling,61,19
2116,2116,2019-01-23,London Academy,Nestor Thornewill,54,24
2117,2117,2019-01-23,London Academy,Kelley Bourgeois,50,16
2118,2118,2019-01-23,London Academy,Hinze Treat,68,23
2119,2119,2019-01-23,London Academy,Allen Edelman,62,21
2120,2120,2019-01-23,London Academy,Winnah Spooner,60,21
2121,2121,2019-01-23,London Academy,Bettye Di Napoli,56,15
2122,2122,2019-01-23,London Academy,Shannan Andrejevic,46,19
2123,2123,2019-01-23,London Academy,Jerry Lamort,64,13
2124,2124,2019-01-23,London Academy,Chiarra Laughlan,46,15
2125,2125,2019-01-23,London Academy,Pascale Snelgrove,62,17
2126,2126,2019-01-23,London Academy,Bernelle Longhorne,56,24
2127,2127,2019-01-23,London Academy,Aviva Duddan,59,20
2128,2128,2019-01-23,London Academy,Wendy Ducastel,55,22
2129,2129,2019-01-23,London Academy,Sherwin Guy,48,18
2130,2130,2019-07-23,London Academy,Sim Bacchus,55,22
2131,2131,2019-07-23,London Academy,Sybila Bragge,50,25
2132,2132,2019-07-23,London Academy,Brigid Blabber,52,22
2133,2133,2019-07-23,London Academy,Nickolai Mollison,44,16
2134,2134,2019-07-23,London Academy,Elliot Yarnley,58,23
2135,2135,2019-07-23,London Academy,Ulrike Kirvin,36,21
2136,2136,2019-07-23,London Academy,Donavon Glazebrook,50,15
2137,2137,2019-07-23,London Academy,Merrill Mckie,58,19
2138,2138,2019-07-23,London Academy,Ronny Vasilchenko,60,21
2139,2139,2019-07-23,London Academy,Scarlett Roarty,58,23
2140,2140,2019-07-23,London Academy,Annabela Brackenridge,53,24
2141,2141,2019-07-23,London Academy,Kerstin Couper,52,22
2142,2142,2019-07-23,London Academy,Alistair Scanes,59,22
2143,2143,2019-07-23,London Academy,Annice Farady,54,13
2144,2144,2019-07-23,London Academy,Rachelle Loutheane,51,14
2145,2145,2019-07-23,London Academy,Adela Paley,59,18
2146,2146,2019-07-23,London Academy,Sterling Byer,49,22
2147,2147,2019-07-23,London Academy,Nadya Pineaux,56,23
2148,2148,2019-07-23,London Academy,Ches Wahlberg,54,22
2149,2149,2019-07-23,London Academy,Merline Rickell,53,22
2150,2150,2019-05-23,Birmingham Academy,Bernadette O' Timony,59,19
2151,2151,2019-05-23,Birmingham Academy,Gert Buffery,48,21
2152,2152,2019-05-23,Birmingham Academy,Brittany Mccluskey,53,19
2153,2153,2019-05-23,Birmingham Academy,Timmi Warr,64,20
2154,2154,2019-05-23,Birmingham Academy,Dallas Sheekey,58,18
2155,2155,2019-05-23,Birmingham Academy,Wolfie Showers,54,23
2156,2156,2019-05-23,Birmingham Academy,Gaven Eckford,57,16
2157,2157,2019-05-23,Birmingham Academy,Nicolea Gibbins,61,23
2158,2158,2019-05-23,Birmingham Academy,Godfrey Mcalpine,49,17
2159,2159,2019-05-23,Birmingham Academy,Jamima Thursby,60,22
2160,2160,2019-05-23,Birmingham Academy,Harlene Brymner,51,21
2161,2161,2019-05-23,Birmingham Academy,Buddy Kettle,61,19
2162,2162,2019-05-23,Birmingham Academy,Evey Reisk,50,23
2163,2163,2019-05-23,Birmingham Academy,Artur Domaschke,68,19
2164,2164,2019-05-23,Birmingham Academy,Park Jaumet,55,19
2165,2165,2019-05-23,Birmingham Academy,Terrie Mackibbon,55,19
2166,2166,2019-05-23,Birmingham Academy,Roland Mcmurray,50,17
2167,2167,2019-05-23,Birmingham Academy,Alison Tranckle,58,24
2168,2168,2019-05-23,Birmingham Academy,Renado Arnaldo,60,18
2169,2169,2019-05-23,Birmingham Academy,Lucian Luckin,52,24
2170,2170,2019-05-23,Birmingham Academy,Tabor Veltman,65,19
2171,2171,2019-05-23,Birmingham Academy,Sigmund Moulin,58,24
2172,2172,2019-05-23,Birmingham Academy,Herby Gladdor,46,19
2173,2173,2019-05-23,Birmingham Academy,Sukey Donisi,53,20
2174,2174,2019-10-23,London Academy,Floria Keunemann,56,23
2175,2175,2019-10-23,London Academy,Raffaello Byneth,54,19
2176,2176,2019-10-23,London Academy,Morie Beer,56,20
2177,2177,2019-10-23,London Academy,Vic Massot,61,16
2178,2178,2019-10-23,London Academy,Laurens Routham,61,20
2179,2179,2019-10-23,London Academy,Carita Fenech,49,19
2180,2180,2019-10-23,London Academy,Danella Leisk,64,16
2181,2181,2019-10-23,London Academy,Jens Tomaskunas,59,20
2182,2182,2019-10-23,London Academy,Lindon Mee,53,22
2183,2183,2019-10-23,London Academy,Martita Hugle,57,25
2184,2184,2019-10-23,London Academy,Kameko Wilmore,60,17
2185,2185,2019-10-23,London Academy,Carrie Fitzhenry,55,22
2186,2186,2019-10-23,London Academy,Reuven Kneaphsey,53,24
2187,2187,2019-10-23,London Academy,Nelie Chate,60,20
2188,2188,2019-10-23,London Academy,Hatty Kinner,52,20
2189,2189,2019-10-23,London Academy,Nora Leyes,59,17
2190,2190,2019-10-23,London Academy,Toby Frossell,60,13
2191,2191,2019-10-23,London Academy,Tory Aireton,60,20
2192,2192,2019-10-23,London Academy,Ambros Dionsetto,43,16
2193,2193,2019-10-23,London Academy,Celesta Linturn,50,19
2194,2194,2019-10-23,London Academy,Nial Ipsly,51,15
2195,2195,2019-10-23,London Academy,Alfonso Paschek,47,21
2196,2196,2019-10-23,London Academy,Clair Prestland,46,18
2197,2197,2019-10-23,London Academy,Mortie Beadel,57,12
2198,2198,2019-10-23,London Academy,Oby Tomlin,50,22
2199,2199,2019-10-23,London Academy,Kissee Strowthers,57,11
2200,2200,2019-10-23,London Academy,Lelia Shingles,60,17
2201,2201,2019-04-24,London Academy,Parke Van Son,51,20
2202,2202,2019-04-24,London Academy,Hazel Boyack,69,22
2203,2203,2019-04-24,London Academy,Rosina Ellaway,56,19
2204,2204,2019-04-24,London Academy,Jeniffer Kohrsen,49,23
2205,2205,2019-04-24,London Academy,Anabelle Masey,68,22
2206,2206,2019-04-24,London Academy,Reube Launchbury,56,18
2207,2207,2019-04-24,London Academy,Janna Heyfield,57,19
2208,2208,2019-04-24,London Academy,Hersh Bramo,64,17
2209,2209,2019-04-24,London Academy,Kriste Yallop,43,18
2210,2210,2019-04-24,London Academy,Hayward Macdunleavy,57,28
2211,2211,2019-04-24,London Academy,Huberto Vollam,54,21
2212,2212,2019-04-24,London Academy,Lorianne Potticary,56,21
2213,2213,2019-04-24,London Academy,Klarika Grodden,49,14
2214,2214,2019-04-24,London Academy,Tanya Altofts,54,23
2215,2215,2019-04-24,London Academy,Florence Joseph,59,23
2216,2216,2019-04-24,London Academy,Gunilla Davidi,57,19
2217,2217,2019-04-24,London Academy,Daniela Raffan,58,18
2218,2218,2019-04-24,London Academy,Ruth Harnor,55,20
2219,2219,2019-04-24,London Academy,Wileen Reckus,52,27
2220,2220,2019-04-24,London Academy,Wilmer Gealle,52,29
2221,2221,2019-04-24,London Academy,Warde Zecchinii,53,17
2222,2222,2019-04-24,London Academy,Michele Lawtie,55,14
2223,2223,2019-04-24,London Academy,Garnette Zanussii,51,21
2224,2224,2019-01-24,Birmingham Academy,Kit Oddboy,56,19
2225,2225,2019-01-24,Birmingham Academy,Johannes Hanny,67,13
2226,2226,2019-01-24,Birmingham Academy,Sibley Kneaphsey,50,23
2227,2227,2019-01-24,Birmingham Academy,Jorry Boom,43,21
2228,2228,2019-01-24,Birmingham Academy,Alexandro Frid,49,22
2229,2229,2019-01-24,Birmingham Academy,Fran Gebbie,66,20
2230,2230,2019-01-24,Birmingham Academy,Patrice Prescott,55,22
2231,2231,2019-01-24,Birmingham Academy,Blaine Kimmel,52,11
2232,2232,2019-01-24,Birmingham Academy,Isac Bronger,64,22
2233,2233,2019-01-24,Birmingham Academy,Muhammad Garthland,52,24
2234,2234,2019-01-24,Birmingham Academy,Merlina Spires,46,25
2235,2235,2019-01-24,Birmingham Academy,Danna Doyley,46,24
2236,2236,2019-01-24,Birmingham Academy,Roxanna Tunstall,52,16
2237,2237,2019-01-24,Birmingham Academy,Konrad Mccready,56,21
2238,2238,2019-01-24,Birmingham Academy,Goober Sully,46,20
2239,2239,2019-01-24,Birmingham Academy,Zoe Schlag,59,20
2240,2240,2019-01-24,Birmingham Academy,Thurston Venes,54,19
2241,2241,2019-01-24,Birmingham Academy,Jorry Varley,54,21
2242,2242,2019-01-24,Birmingham Academy,Hallie Robbeke,51,21
2243,2243,2019-01-24,Birmingham Academy,Lutero Winning,58,23
2244,2244,2019-01-24,Birmingham Academy,Ronalda Richmond,63,21
2245,2245,2019-01-24,Birmingham Academy,Sybil Maydway,60,25
2246,2246,2019-01-24,Birmingham Academy,Kiah Pittwood,68,18
2247,2247,2019-01-24,Birmingham Academy,Craig Ferriby,55,19
2248,2248,2019-01-24,Birmingham Academy,Mel Lafontaine,64,19
2249,2249,2019-01-24,Birmingham Academy,Marlon Tomala,59,15
2250,2250,2019-01-24,Birmingham Academy,Olin Gariff,58,15
2251,2251,2019-01-24,Birmingham Academy,Findley Mcandie,49,27
2252,2252,2019-07-24,London Academy,Nora Akers,61,23
2253,2253,2019-07-24,London Academy,Francklyn Leyninye,59,22
2254,2254,2019-07-24,London Academy,Julissa Dumbleton,57,19
2255,2255,2019-07-24,London Academy,Elise Soppeth,57,22
2256,2256,2019-07-24,London Academy,Kerr Allanson,58,21
2257,2257,2019-07-24,London Academy,Berty Saye,44,22
2258,2258,2019-07-24,London Academy,Hurley Collyer,70,24
2259,2259,2019-07-24,London Academy,Horten Goble,65,24
2260,2260,2019-07-24,London Academy,Katrine Westley,66,21
2261,2261,2019-07-24,London Academy,Ingrid Cradick,65,24
2262,2262,2019-07-24,London Academy,Valery Delia,56,23
2263,2263,2019-07-24,London Academy,Andrey Cochran,55,25
2264,2264,2019-07-24,London Academy,Bryanty Brosnan,48,19
2265,2265,2019-07-24,London Academy,Virgilio Duddy,46,23
2266,2266,2019-07-24,London Academy,Raimondo Mellodey,65,23
2267,2267,2019-07-24,London Academy,Nevil Penhaligon,57,21
2268,2268,2019-07-24,London Academy,Clementine Greedier,67,17
2269,2269,2019-07-24,London Academy,Harrison Filby,48,23
2270,2270,2019-07-24,London Academy,Brodie Chipperfield,55,22
2271,2271,2019-07-24,London Academy,Dewitt Milborn,52,18
2272,2272,2019-07-24,London Academy,Raven Derx,52,22
2273,2273,2019-07-24,London Academy,Ines Plaschke,54,18
2274,2274,2019-07-24,London Academy,Ahmad Shreeves,44,19
2275,2275,2019-07-24,London Academy,Allyn Spatoni,47,20
2276,2276,2019-10-24,Birmingham Academy,Ruby Batecok,72,20
2277,2277,2019-10-24,Birmingham Academy,Odell Dwire,65,20
2278,2278,2019-10-24,Birmingham Academy,Joete Gummory,45,20
2279,2279,2019-10-24,Birmingham Academy,Kathrine Sugar,56,17
2280,2280,2019-10-24,Birmingham Academy,Lanie Romeuf,58,19
2281,2281,2019-10-24,Birmingham Academy,Gavin Dougill,52,14
2282,2282,2019-10-24,Birmingham Academy,Farlay Pitman,58,25
2283,2283,2019-10-24,Birmingham Academy,Banky Mchaffy,49,25
2284,2284,2019-10-24,Birmingham Academy,Maiga Griffin,54,20
2285,2285,2019-10-24,Birmingham Academy,Tiffany Laugherane,58,21
2286,2286,2019-10-24,Birmingham Academy,Karita Crissil,57,19
2287,2287,2019-10-24,Birmingham Academy,Nalani Petz,64,12
2288,2288,2019-10-24,Birmingham Academy,Gaston Kunc,63,15
2289,2289,2019-10-24,Birmingham Academy,Thaxter Vanyushin,52,24
2290,2290,2019-10-24,Birmingham Academy,Lonnard Wetton,49,23
2291,2291,2019-10-24,Birmingham Academy,Vanny Grimsditch,50,19
2292,2292,2019-10-24,Birmingham Academy,Jori Riseley,51,21
2293,2293,2019-10-24,Birmingham Academy,Corny O'Tuohy,49,19
2294,2294,2019-10-24,Birmingham Academy,Kelly Coneybeer,68,16
2295,2295,2019-10-24,Birmingham Academy,Abner Devo,36,22
2296,2296,2019-10-24,Birmingham Academy,Almeda Jeppe,60,24
2297,2297,2019-10-24,Birmingham Academy,Amos Chattell,46,19
2298,2298,2019-10-24,Birmingham Academy,Waylan Gors,51,26
2299,2299,2019-10-24,Birmingham Academy,Romy Nother,66,20
2300,2300,2019-09-24,London Academy,Sunshine Backshall,55,21
2301,2301,2019-09-24,London Academy,Demetre Coghlan,48,21
2302,2302,2019-09-24,London Academy,Dyanna Kidman,49,21
2303,2303,2019-09-24,London Academy,Llywellyn Beckitt,58,19
2304,2304,2019-09-24,London Academy,Tadio Colloby,60,19
2305,2305,2019-09-24,London Academy,Dotti Crauford,67,22
2306,2306,2019-09-24,London Academy,Lurline Souness,55,21
2307,2307,2019-09-24,London Academy,Uriah Terlinden,38,21
2308,2308,2019-09-24,London Academy,Agnella Dairton,69,15
2309,2309,2019-09-24,London Academy,Dion Eccersley,62,21
2310,2310,2019-09-24,London Academy,Doralia Deackes,55,23
2311,2311,2019-09-24,London Academy,Gene Levens,66,23
2312,2312,2019-09-24,London Academy,Dante Littley,49,18
2313,2313,2019-09-24,London Academy,Robbie Adess,41,20
2314,2314,2019-09-24,London Academy,Rahal Rymill,48,22
2315,2315,2019-09-24,London Academy,Dunc Smallacombe,58,20
2316,2316,2019-09-24,London Academy,Reta Blais,55,17
2317,2317,2019-09-24,London Academy,Dolly Casaro,56,24
2318,2318,2019-09-24,London Academy,Antonetta Rustedge,53,18
2319,2319,2019-09-24,London Academy,Mildred Macalaster,66,19
2320,2320,2019-09-24,London Academy,Bartel Billiard,43,20
2321,2321,2019-09-24,London Academy,Thorpe Sigars,69,20
2322,2322,2019-09-24,London Academy,Englebert Orme,59,19
2323,2323,2019-09-24,London Academy,Storm Henryson,59,19
2324,2324,2019-09-24,London Academy,Kalinda Leebetter,54,22
2325,2325,2019-09-24,London Academy,Ulrika Southam,53,24
2326,2326,2019-09-24,London Academy,Renado Rubes,40,18
2327,2327,2019-09-24,London Academy,Vernon Bennough,55,24
2328,2328,2019-04-25,Birmingham Academy,Cherey Tollfree,59,18
2329,2329,2019-04-25,Birmingham Academy,Verena Sheddan,49,20
2330,2330,2019-04-25,Birmingham Academy,Niel Snartt,38,17
2331,2331,2019-04-25,Birmingham Academy,Fredrick Carvil,53,18
2332,2332,2019-04-25,Birmingham Academy,Idelle Kidstoun,54,17
2333,2333,2019-04-25,Birmingham Academy,Dorolisa Cutmere,61,23
2334,2334,2019-04-25,Birmingham Academy,Reeva Roistone,47,22
2335,2335,2019-04-25,Birmingham Academy,Flss Whittle,59,14
2336,2336,2019-04-25,Birmingham Academy,Emiline Bolderoe,64,22
2337,2337,2019-04-25,Birmingham Academy,Winnifred Outright,72,19
2338,2338,2019-04-25,Birmingham Academy,Bailey Antrim,59,17
2339,2339,2019-04-25,Birmingham Academy,Phyllida Mcdiarmid,52,21
2340,2340,2019-04-25,Birmingham Academy,Atlante Brewins,47,25
2341,2341,2019-04-25,Birmingham Academy,Templeton Krzysztofiak,58,18
2342,2342,2019-04-25,Birmingham Academy,Idelle Pidgeley,51,18
2343,2343,2019-04-25,Birmingham Academy,Teodora Redwood,66,18
2344,2344,2019-04-25,Birmingham Academy,Deana Legonidec,62,22
2345,2345,2019-04-25,Birmingham Academy,Cati Von Salzberg,58,14
2346,2346,2019-04-25,Birmingham Academy,Jarib Rayhill,60,15
2347,2347,2019-04-25,Birmingham Academy,Lanny Esposita,49,23
2348,2348,2019-04-25,Birmingham Academy,Konstantine Badsey,48,23
2349,2349,2019-04-25,Birmingham Academy,Ave Waudby,62,18
2350,2350,2019-04-25,Birmingham Academy,Fidela Dallywater,58,20
2351,2351,2019-04-25,Birmingham Academy,Ertha Nudds,58,18
2352,2352,2019-04-25,Birmingham Academy,Conny Robson,41,14
2353,2353,2019-04-25,Birmingham Academy,Boycey Matushenko,69,21
2354,2354,2019-07-25,Birmingham Academy,Guss Tacon,61,12
2355,2355,2019-07-25,Birmingham Academy,Sander Rewbottom,58,21
2356,2356,2019-07-25,Birmingham Academy,Annie Ibbotson,52,15
2357,2357,2019-07-25,Birmingham Academy,Domini Norvel,42,28
2358,2358,2019-07-25,Birmingham Academy,Vanessa Schimke,62,13
2359,2359,2019-07-25,Birmingham Academy,Nissie D'Andrea,49,20
2360,2360,2019-07-25,Birmingham Academy,Gisele Beetham,50,20
2361,2361,2019-07-25,Birmingham Academy,Justis Gilham,54,20
2362,2362,2019-07-25,Birmingham Academy,Sela Pavese,56,19
2363,2363,2019-07-25,Birmingham Academy,Marcela Riding,59,19
2364,2364,2019-07-25,Birmingham Academy,Thedrick Chastagnier,39,16
2365,2365,2019-07-25,Birmingham Academy,Emelen Romera,45,16
2366,2366,2019-07-25,Birmingham Academy,Peterus Bartolomeazzi,55,23
2367,2367,2019-07-25,Birmingham Academy,Ira Grima,60,20
2368,2368,2019-07-25,Birmingham Academy,Hurlee Hesey,61,19
2369,2369,2019-07-25,Birmingham Academy,Cordie Duckering,53,21
2370,2370,2019-07-25,Birmingham Academy,Jeffry Cockman,54,10
2371,2371,2019-07-25,Birmingham Academy,Leopold Boichat,60,23
2372,2372,2019-07-25,Birmingham Academy,Grant Hasney,48,23
2373,2373,2019-07-25,Birmingham Academy,Coleman Martynka,57,23
2374,2374,2019-07-25,Birmingham Academy,Brendon Corbally,47,13
2375,2375,2019-07-25,Birmingham Academy,Oralia Chaikovski,55,23
2376,2376,2019-07-25,Birmingham Academy,Clarke Cradoc,61,27
2377,2377,2019-07-25,Birmingham Academy,Rois Covey,55,23
2378,2378,2019-07-25,Birmingham Academy,Allyce Attwill,55,23
2379,2379,2019-07-25,Birmingham Academy,Layne Mcaline,50,21
2380,2380,2019-07-25,Birmingham Academy,Antonie Coram,53,27
2381,2381,2019-07-25,Birmingham Academy,Nani Measom,63,18
2382,2382,2019-07-25,Birmingham Academy,Elwin Collumbine,47,19
2383,2383,2019-07-25,Birmingham Academy,Evvy Allcock,64,22
2384,2384,2019-06-25,London Academy,Aurelea Leason,51,19
2385,2385,2019-06-25,London Academy,Marchall Pocklington,58,18
2386,2386,2019-06-25,London Academy,Giulietta Dissman,62,19
2387,2387,2019-06-25,London Academy,Nehemiah Tackle,44,26
2388,2388,2019-06-25,London Academy,Lind Ferebee,51,25
2389,2389,2019-06-25,London Academy,Malia Checcucci,57,21
2390,2390,2019-06-25,London Academy,Fancie Coster,66,21
2391,2391,2019-06-25,London Academy,Shel Bolzen,59,18
2392,2392,2019-06-25,London Academy,Matilda Mattiessen,59,22
2393,2393,2019-06-25,London Academy,Francklin Warrington,51,21
2394,2394,2019-06-25,London Academy,Hulda Bales,58,22
2395,2395,2019-06-25,London Academy,Sophey Skypp,45,20
2396,2396,2019-06-25,London Academy,Maren Burgott,38,21
2397,2397,2019-06-25,London Academy,Prescott Alfuso,51,20
2398,2398,2019-06-25,London Academy,Judie Lowy,65,20
2399,2399,2019-06-25,London Academy,Homere Stentiford,64,24
2400,2400,2019-06-25,London Academy,Mac Birkinshaw,56,8
2401,2401,2019-06-25,London Academy,Kellen Bentick,53,22
2402,2402,2019-06-25,London Academy,Trescha Gendrich,51,14
2403,2403,2019-06-25,London Academy,Paxton Mcginlay,63,15
2404,2404,2019-06-25,London Academy,Agustin Roderighi,38,21
2405,2405,2019-06-25,London Academy,Philly Jerrim,56,16
2406,2406,2019-06-25,London Academy,Sandi Gurton,62,27
2407,2407,2019-06-25,London Academy,Levy Standage,57,17
2408,2408,2019-06-25,London Academy,Lanni Otton,62,19
2409,2409,2019-06-25,London Academy,Allx Macdearmaid,59,16
2410,2410,2019-06-25,London Academy,Jarrod Driffe,68,17
2411,2411,2019-06-25,London Academy,Judd Abrahm,55,21
2412,2412,2019-06-25,London Academy,Kat Rigard,57,20
2413,2413,2019-06-25,London Academy,Amos Debill,51,19
2414,2414,2019-06-25,London Academy,Costanza Pyke,67,19
2415,2415,2019-06-25,London Academy,Othilia Hucker,65,21
2416,2416,2019-06-25,London Academy,Silvain Kuhwald,61,21
2417,2417,2019-09-25,London Academy,Rickie Burkert,54,19
2418,2418,2019-09-25,London Academy,Andriana Dunniom,57,16
2419,2419,2019-09-25,London Academy,Sherwin Mcilwraith,63,22
2420,2420,2019-09-25,London Academy,Iolande Trevers,61,23
2421,2421,2019-09-25,London Academy,Oralla Copelli,55,25
2422,2422,2019-09-25,London Academy,Foss Tilio,48,19
2423,2423,2019-09-25,London Academy,Tulley Fisbburne,59,14
2424,2424,2019-09-25,London Academy,Dasie Justis,49,24
2425,2425,2019-09-25,London Academy,Elvina Judd,60,19
2426,2426,2019-09-25,London Academy,Eimile Jobey,51,22
2427,2427,2019-09-25,London Academy,Anestassia Gadman,58,19
2428,2428,2019-09-25,London Academy,Willi Lakenden,48,20
2429,2429,2019-09-25,London Academy,Reg Gaines,52,19
2430,2430,2019-09-25,London Academy,Ches Keniwell,44,18
2431,2431,2019-09-25,London Academy,Darya Delafont,57,20
2432,2432,2019-09-25,London Academy,Myrta Tissell,52,21
2433,2433,2019-09-25,London Academy,Robin Gilleon,41,21
2434,2434,2019-09-25,London Academy,Gerta Leonards,67,19
2435,2435,2019-09-25,London Academy,Aleen Mckeurton,53,21
2436,2436,2019-09-25,London Academy,Prudi Bernardon,52,23
2437,2437,2019-09-25,London Academy,Prescott Turpey,62,22
2438,2438,2019-09-25,London Academy,Honor Jeandon,58,19
2439,2439,2019-09-25,London Academy,Malcolm Whittier,59,25
2440,2440,2019-09-25,London Academy,Gun Burkitt,57,22
2441,2441,2019-09-25,London Academy,Payton Turbard,58,26
2442,2442,2019-09-25,London Academy,Nealon Tompkiss,66,23
2443,2443,2019-09-25,London Academy,Cristal Prendergast,41,14
2444,2444,2019-09-25,London Academy,Neel Campana,50,21
2445,2445,2019-09-25,London Academy,Briana Shorter,60,19
2446,2446,2019-09-25,London Academy,Clyve Bowe,49,26
2447,2447,2019-09-25,London Academy,Rip Jordeson,55,14
2448,2448,2019-02-26,London Academy,Frasier Greedyer,51,18
2449,2449,2019-02-26,London Academy,Reese Proswell,53,22
2450,2450,2019-02-26,London Academy,Kimmi Bodell,50,20
2451,2451,2019-02-26,London Academy,Mart Greser,61,16
2452,2452,2019-02-26,London Academy,Audrye Tobias,54,20
2453,2453,2019-02-26,London Academy,Debby Mcglynn,57,17
2454,2454,2019-02-26,London Academy,Yvette Hammerberg,49,18
2455,2455,2019-02-26,London Academy,Artemas Towse,48,27
2456,2456,2019-02-26,London Academy,Georg Battman,60,24
2457,2457,2019-02-26,London Academy,Willis Dedney,41,23
2458,2458,2019-02-26,London Academy,Loraine Colville,54,24
2459,2459,2019-02-26,London Academy,Terry Macvanamy,60,28
2460,2460,2019-02-26,London Academy,Sheridan Angeau,53,21
2461,2461,2019-02-26,London Academy,Hermann Caser,60,18
2462,2462,2019-02-26,London Academy,Sammy Gowrie,61,17
2463,2463,2019-02-26,London Academy,Ali Shegog,55,20
2464,2464,2019-02-26,London Academy,Bryanty Zamorrano,47,24
2465,2465,2019-02-26,London Academy,Howard Shipperbottom,69,22
2466,2466,2019-02-26,London Academy,Marmaduke Bratch,50,17
2467,2467,2019-02-26,London Academy,Weston Bakes,55,22
2468,2468,2019-02-26,London Academy,Ealasaid Badcock,63,20
2469,2469,2019-02-26,London Academy,Edin Elie,50,20
2470,2470,2019-02-26,London Academy,Suellen Downgate,45,22
2471,2471,2019-02-26,London Academy,Marika Massard,54,18
2472,2472,2019-02-26,London Academy,Gal Wallwood,59,19
2473,2473,2019-02-26,London Academy,Maggy O'Cleary,53,15
2474,2474,2019-02-26,London Academy,Bobbye Hains,51,24
2475,2475,2019-02-26,London Academy,Jard Antonowicz,52,20
